nofrills,20143381001_KG,$6.59/1kg $2.99/1lb
loblaw,21513297_EA,300 g, $4.33/100g
loblaw,21540475_EA,255 g, $20.00/100g
loblaw,21041553_EA,250 g, $5.60/100g
loblaw,21629468_EA,28 g, $13.18/100g
loblaw,21154251_EA,6x378.0 g, $1.32/100g
loblaw,21128528_EA,1.75 l, $0.25/100ml
loblaw,21018518_EA,336 g, $1.19/100g
loblaw,21163504_EA,1.81 kg, $1.88/100g
loblaw,20793413_EA,50 g, $39.80/1kg $3.98/100g
loblaw,21209144_EA,35 g, $15.69/100g
loblaw,21607927_EA,338 g, $1.48/100g
loblaw,20967915_EA,140 ml, $6.06/100ml
loblaw,21456143_KG,$13.87/1kg
loblaw,20052451_EA,375 ml, $1.14/100ml
loblaw,21369455_EA,340 ml, $1.03/100ml
loblaw,20377175002_EA,270 g, $19.26/100g
loblaw,21216452_KG,$54.90/1kg
loblaw,21105195_C06,6x355.0 ml, $0.26/100ml
loblaw,20693913003_EA,1 ea, $6.99/1ea
loblaw,21466960_EA,845 g, $1.42/100g
loblaw,20745112_EA,400 g, $1.50/100g
loblaw,21608959_KG,$24.23/1kg $10.99/1lb
loblaw,21532371_EA,576 g, $2.78/100g
loblaw,21571744_EA,175 g, $2.28/100g
loblaw,21049150_EA,100 g, $7.99/100g
loblaw,21078195_EA,44 ml, $1.80/100ml
loblaw,21457055_EA,640 g, $2.03/100g
loblaw,20142132_KG,$24.23/1kg $10.99/1lb
loblaw,21546574_EA,400 g, $1.25/100g
loblaw,21403526_EA,40 ea, $0.24/1ea
loblaw,21301478_EA,400 g, $3.75/100g
loblaw,21456471_EA,425 g, $1.41/100g
loblaw,20103822_EA,123 g, $3.65/100g
loblaw,20948925_EA,380 g, $1.97/100g
loblaw,20310984001_EA,370.5 g, $0.89/100g
loblaw,20025557_EA,540 ml, $0.55/100ml
loblaw,20431042_EA,30 ea, $0.87/1ea
loblaw,21034225_EA,1.89 l, $0.53/100ml
loblaw,20853077001_EA,473 ml, $0.80/100ml
loblaw,21495447_EA,40 g, $6.23/100g
loblaw,21041709_EA,150 g, $5.66/100g
loblaw,20602099002_EA,300 ml, $1.26/100ml
loblaw,20318616003_EA,298 g, $1.94/100g
loblaw,21526270_EA,10 g, $69.90/100g
loblaw,21564082_EA,200 ml, $1.40/100ml
loblaw,20840479_EA,75 g, $1.99/100g
loblaw,20302770_EA,4 l, $0.22/100ml
loblaw,21590944_EA,396 g, $1.84/100g
loblaw,21190031_EA,473 ea, $0.70/100ml
loblaw,21519991_EA,400 g, $1.25/100g
loblaw,20152117030_C12,12x355.0 ml, $0.16/100ml
loblaw,21540504_C04,4x355.0 ml, $0.56/100ml
loblaw,21593343_EA,92 g, $5.21/100g
loblaw,21589829_EA,400 g, $2.00/100g
loblaw,21510007_EA,528 g, $2.46/100g
loblaw,20754081_EA,300 g, $0.66/100g
loblaw,20312835_EA,2.27 kg, $0.84/100g
loblaw,21290205_EA,175 g, $7.42/100g
loblaw,20818822001_EA,355 ml, $1.12/100ml
loblaw,21159809001_EA,227 g, $3.08/100g
loblaw,20602099002_EA,300 ml, $1.26/100ml
loblaw,21481237_EA,492 g, $0.81/100g
loblaw,20318616003_EA,298 g, $1.94/100g
loblaw,20006325002_EA,750 ml, $0.67/100ml
loblaw,21355184_EA,121 g, $4.54/100g
loblaw,21126527_EA,360 g, $1.94/100g
loblaw,21121615_EA,480 ml, $0.94/100ml
loblaw,21020677_EA,450 g, $1.11/100g
loblaw,21557759_EA,420 g, $1.67/100g
loblaw,20804340_EA,20 ml, $154.95/100ml
loblaw,21179495_EA,740 ml, $0.61/100ml
loblaw,20723905_KG,$40.76/1kg $18.49/1lb
loblaw,21478125_EA,60 ea, $0.40/1ea
loblaw,21570609_EA,175 g, $3.42/100g
loblaw,20321601009_EA,30 g, $8.30/100g
loblaw,21499955_EA,200 ml, $1.15/100ml
loblaw,20316576023_EA,80 ea, $0.08/1ea
loblaw,20313915003_EA,130 g, $3.07/100g
loblaw,21412837_EA,80 g, $5.86/100g
loblaw,21380091_EA,120 g, $2.91/100g
loblaw,20765883_EA,588 g, $1.87/100g
loblaw,20308897_EA,6x85.0 g, $1.37/100g
loblaw,21464142_EA,372 g, $1.34/100g
loblaw,21572774_EA,2x113.0 g, $4.42/100g
loblaw,21588074_EA,360 g, $2.36/100g
loblaw,21594015_EA,75 g, $11.32/100g
loblaw,21161062_EA,473 ml, $2.75/100ml
loblaw,21469201_EA,170 g, $5.29/100g
loblaw,21060290_KG,$6.99/100g $31.72/1lb
loblaw,21353899_EA,865 g, $0.92/100g
loblaw,21527807_EA,250 g, $3.20/100g
nofrills,20313066_EA,475 g, $1.11/100g
nofrills,21435897_EA,2.85 kg, $0.75/100g
nofrills,21495420_EA,140 g, $4.29/100g
nofrills,21002684_EA,175 g, $3.43/100g
nofrills,21160514_EA,100 g, $3.69/100g
nofrills,20177278005_EA,398 ml, $0.42/100ml
nofrills,20311772007_EA,3 pack, $1.43/1pk
nofrills,20617977_EA,5.5 g, $45.27/100g
nofrills,21062259_EA,36 g, $6.36/100g
nofrills,20680381_EA,300 g, $1.43/100g
nofrills,21024447_EA,796 ml, $0.31/100ml
nofrills,21352695_EA,354 ml, $1.35/100ml
nofrills,20592954_EA,400 g, $2.37/100g
nofrills,20314528_EA,90 g, $2.54/100g
nofrills,20015323002_EA,887 ml, $1.24/100ml
nofrills,20743784_EA,720 ml, $1.11/100ml
nofrills,20094899_EA,360 g, $1.53/100g
nofrills,20303412001_EA,12x100.0 g, $0.46/100g
nofrills,21014087_EA,460 g, $1.19/100g
nofrills,20251651_EA,10 kg, $0.19/100g
nofrills,20307502001_EA,200 g, $1.15/100g
nofrills,21301290_C08,8x355.0 ml, $0.22/100ml
nofrills,20315773002_EA,300 ml, $0.76/100ml
nofrills,20129549001_KG,$6.59/1kg $2.99/1lb
nofrills,21300994_C08,8x355.0 ml, $0.22/100ml
nofrills,20037690_EA,200 g, $1.50/100g
nofrills,20130242001_EA,1 ea, $0.99/1ea
nofrills,21430675_EA,454 g, $1.76/100g
nofrills,20096297_EA,400 g, $0.38/100g
nofrills,20306687001_C24,24x355.0 ml, $0.14/100ml
nofrills,21425921_C04,4x330.0 ml, $0.64/100ml
nofrills,21087279_C06,6x222.0 ml, $0.22/100ml
nofrills,20799529_EA,650 g, $0.44/100g
nofrills,20618890_EA,796 ml, $0.35/100ml
nofrills,20308708_EA,200 g, $2.65/100g
nofrills,20299808001_C12,12x355.0 ml, $0.16/100ml
nofrills,20642408003_EA,90 g, $1.88/100g
nofrills,21333699_EA,103 ml, $2.90/100ml
nofrills,21455623_EA,600 g, $0.48/100g
nofrills,21515805_C12,12x355.0 ml, $0.54/100ml
nofrills,20147355_EA,675 g, $0.56/100g
nofrills,21403994_EA,398 ml, $0.50/100ml
nofrills,20591279_EA,345 g, $1.45/100g
nofrills,21399828_EA,1 l, $0.43/100ml
nofrills,20617958_EA,113 g, $1.76/100g
nofrills,21427825_EA,18 ea, $0.28/1ea
nofrills,20599748002_EA,680 ml, $0.34/100ml
nofrills,21575249_EA,635 g, $0.99/100g
loblaw,21565933_EA,300 g, $1.67/100g
loblaw,21396742_EA,177 ml, $6.77/100ml
loblaw,21431220_EA,300 g, $2.66/100g
loblaw,21498967_EA,240 g, $3.12/100g
loblaw,21308142_EA,20 ea, $0.30/1ea
loblaw,21022536_EA,530 g, $1.70/100g
loblaw,21495281_EA,65 g, $6.14/100g
loblaw,20006349002_EA,120 ea, $0.42/1ea
loblaw,20028101_EA,70 g, $5.70/100g
loblaw,20903753_KG,$7.19/100g $32.62/1lb
loblaw,21560985_EA,468 g, $1.28/100g
loblaw,21536599_EA,160 g, $2.81/100g
loblaw,21289708_EA,400 g, $1.70/100g
loblaw,21447834_EA,375 g, $2.93/100g
loblaw,20324146002_EA,591 ml, $0.51/100ml
loblaw,20169031002_EA,750 g, $0.67/100g
loblaw,21290654_EA,678 g, $5.16/100g
loblaw,20110089_EA,105 g, $8.56/100g
loblaw,21038240_EA,750 g, $0.53/100g
loblaw,21333214_EA,454 g
loblaw,20020863001_KG,$3.28/1kg $1.49/1lb
loblaw,21521362_C06,6x500.0 ml, $0.27/100ml
loblaw,21435193_EA,1 ea, $6.99/1ea
loblaw,20302485001_EA,500 ml, $1.20/100ml
loblaw,21094089_EA,375 g, $2.40/100g
loblaw,21191632_EA,284 g, $2.46/100g
loblaw,21194351_EA,142 g, $4.57/100g
loblaw,20057366_EA,18 g, $13.83/100g
loblaw,21517458_EA,1.13 kg, $2.12/100g
loblaw,21378263_EA,1 kg, $2.60/100g
loblaw,20304981_EA,250 g, $1.60/100g
loblaw,21495784_EA,540 g, $1.02/100g
loblaw,20561593_EA,375 g, $2.66/100g
loblaw,21400317_EA,16 g, $74.94/100g
loblaw,21290704_EA,200 g, $2.50/100g
loblaw,21474074_EA,400 g, $3.00/100g
loblaw,21022376_EA,400 g, $1.00/100g
loblaw,21371175_EA,1 l, $0.13/100ml
loblaw,21525868_EA,320 g, $1.56/100g
loblaw,20872366001_EA,180.02 g, $4.99/100g
loblaw,21473104_EA,650 g, $1.54/100g
loblaw,20072100001_EA,176 g, $4.82/100g
loblaw,20782086_EA,700 g, $0.83/100g
loblaw,20322813_EA,375 g, $1.06/100g
loblaw,20042706_EA,8 ml, $166.53/100ml
loblaw,21220202_EA,325 g, $2.46/100g
loblaw,20159579_EA,4 l, $0.27/100ml
loblaw,21518338_EA,40 g, $5.73/100g
nofrills,21430748_EA,650 g, $1.15/100g
nofrills,20682966_EA,175 g, $34.29/1kg $3.43/100g
nofrills,20170533003_EA,750 g, $0.47/100g
nofrills,20129539_EA,120 g, $6.24/100g
nofrills,20013718_EA,120 g, $5.41/100g
nofrills,20109062_EA,2 l, $0.14/100ml
nofrills,21045800_EA,750 ml, $1.07/100ml
nofrills,20996531_EA,1.8 kg, $1.11/100g
nofrills,21170802_EA,150 g, $4.66/100g
nofrills,21427201_EA,440 g, $0.68/100g
nofrills,20301305002_EA,1.66 l, $0.30/100ml
nofrills,21547746_EA,210 g, $1.42/100g
nofrills,21128500_EA,59 ml, $11.51/100ml
nofrills,20324310_EA,355 ml, $1.41/100ml
nofrills,20501268_EA,500 ml, $1.20/100ml
nofrills,20314629002_EA,796 ml, $0.31/100ml
nofrills,21588677_EA,261 g, $1.45/100g
nofrills,20177278001_EA,398 ml, $0.42/100ml
nofrills,20118969_EA,150 g, $0.99/100g
nofrills,21034229_EA,600 g, $0.88/100g
nofrills,21219102_EA,540 ml, $0.52/100ml
nofrills,20729461_EA,1 l, $2.00/100ml
nofrills,20161597_EA,100 ml, $2.50/100ml
nofrills,20041579_EA,16x40.0 g, $0.78/100g
nofrills,20659079_EA,454 g, $0.83/100g
nofrills,20627619003_EA,455 ml, $0.44/100ml
nofrills,20898717_EA,135 g, $1.84/100g
nofrills,20310718_EA,450 g, $0.78/100g
nofrills,21513516_EA,450 ml, $1.22/100ml
nofrills,20300125001_EA,425 g, $0.77/100g
nofrills,20305136001_EA,540 ml, $0.31/100ml
nofrills,21589297_EA,28 g, $4.61/100g
nofrills,21181174_C08,8x300.0 ml, $0.31/100ml
nofrills,21155700_EA,50 ml, $13.58/100ml
nofrills,21519984_EA,150 g, $2.00/100g
nofrills,20861170_EA,1.89 l, $0.17/100ml
nofrills,21106233_C06,6x335.0 ml, $0.32/100ml
nofrills,21540695_EA,120 g, $2.33/100g
nofrills,21477986_EA,200 ml, $0.50/100ml
nofrills,20088698002_EA,430 ml, $0.88/100ml
nofrills,20428574_EA,125 g, $5.19/100g
nofrills,21379698_EA,620 ml, $0.48/100ml
nofrills,21093506_EA,98 g, $3.05/100g
nofrills,20857051_EA,398 ml, $0.50/100ml
nofrills,20090124_EA,1 l, $0.45/100ml
nofrills,20959181_EA,280 g, $1.60/100g
nofrills,20301893001_EA,100 g, $4.79/100g
loblaw,21370259_EA,142 g, $3.87/100g
loblaw,21030978_EA,340 g, $3.23/100g
loblaw,21505477_EA,10 ea, $0.65/1ea
loblaw,20923827_EA,550 g, $2.00/100g
loblaw,20307836002_EA,1 l, $0.13/100ml
loblaw,20773564_EA,237 ml, $0.89/100ml
loblaw,20048223001_EA,225 g, $2.22/100g
loblaw,21507077_EA,80 g, $7.49/100g
loblaw,21164970_EA,500 g, $2.20/100g
loblaw,20551605_EA,907 g, $1.21/100g
loblaw,20031362009_C16,16x48.0 g, $3.77/100g
loblaw,21190357_EA,50 g, $7.58/100g
loblaw,21562684_EA,85 g, $7.05/100g
loblaw,20088973_EA,398 ml, $0.63/100ml
loblaw,20081342011_EA,900 g, $0.37/100g
loblaw,21219491_EA,156 g, $7.69/100g
loblaw,21456641_EA,500 g, $1.30/100g
loblaw,21154065_EA,250 g, $16.00/100g
loblaw,20871833_EA,237 ml, $2.32/100ml
loblaw,21570410_EA,340 g, $4.12/100g
loblaw,21560089_EA,260 g, $5.77/100g
loblaw,21468443_EA,50 g, $6.58/100g
loblaw,20570091001_EA,175 g, $2.45/100g
loblaw,21551061_EA,710 ml, $2.67/100ml
loblaw,20812704_KG,$24.23/1kg $10.99/1lb
loblaw,21453957_EA,200 g, $3.00/100g
loblaw,21553865_EA,360 g, $2.50/100g
loblaw,21471336_C04,4x355.0 ml, $0.60/100ml
loblaw,20012989_EA,275 g, $2.36/100g
loblaw,21022355_EA,500 g, $0.80/100g
loblaw,21478069_EA,250 g, $3.20/100g
loblaw,20845806002_EA,300 g, $2.66/100g
loblaw,21523786_EA,1 l, $0.18/100ml
loblaw,20415291_EA,500 g, $1.00/100g
loblaw,21535811_EA,473 ml, $1.37/100ml
loblaw,20849272_EA,500 g, $1.90/100g
loblaw,21517173_EA,120 g, $3.74/100g
loblaw,20309377003_EA,32 g, $21.84/100g
loblaw,20851509_EA,350 ml, $1.37/100ml
loblaw,21206804_EA,796 ml, $0.38/100ml
loblaw,20309193001_EA,350 g, $1.57/100g
loblaw,21334387_EA,300 g, $4.00/100g
loblaw,20690745_EA,300 g, $2.66/100g
loblaw,20159634_EA,500 g, $0.80/100g
loblaw,21238137_EA,210 g, $3.09/100g
loblaw,21048196001_EA,3x88.0 g, $4.88/100g
loblaw,21603234_EA,730 g, $1.62/100g
loblaw,20938390_EA,250 ml, $2.80/100ml
nofrills,20023348001_EA,250 ml, $0.80/100ml
nofrills,21525801_EA,116 g, $2.15/100g
nofrills,20775294_EA,200 g, $4.25/100g
nofrills,20934796_EA,400 g, $0.82/100g
nofrills,21311238_EA,24 g, $4.17/100g
nofrills,20415944_EA,280 g, $3.57/100g
nofrills,21391318006_EA,630 g, $0.43/100g
nofrills,20325908_EA,175 g, $1.99/100g
nofrills,20685942_EA,750 g, $0.43/100g
nofrills,21575061_EA,1.89 l, $0.18/100ml
nofrills,20971615_EA,109 g, $3.02/100g
nofrills,21547023_EA,180 g, $1.66/100g
nofrills,20084432_EA,375 ml, $0.53/100ml
nofrills,20695762002_EA,25 g, $5.16/100g
nofrills,21353874_EA,750 g, $0.87/100g
nofrills,20251651_EA,10 kg, $0.19/100g
nofrills,20315773002_EA,300 ml, $0.76/100ml
nofrills,21300994_C08,8x355.0 ml, $0.22/100ml
nofrills,20037690_EA,200 g, $1.50/100g
nofrills,20582012_EA,46 g, $2.17/100g
nofrills,20310937002_C06,6x710.0 ml, $0.14/100ml
nofrills,20772015_EA,400 g, $34.98/1kg $3.50/100g
nofrills,21609597_EA,23 g, $7.35/100g
nofrills,20773870001_EA,1.89 l, $0.17/100ml
nofrills,20123288_EA,1.4 l, $0.93/100ml
nofrills,21207883_EA,200 g, $2.40/100g
nofrills,20299211_EA,284 ml, $0.44/100ml
nofrills,21219815_EA,470 g, $1.17/100g
nofrills,21116907_EA,37 g, $18.35/100g
nofrills,21031561_EA,200 g, $1.65/100g
nofrills,20306687001_C24,24x355.0 ml, $0.14/100ml
nofrills,20074956_EA,714 ml, $0.91/100ml
nofrills,20293988_EA,227 g, $4.40/100g
nofrills,21615428_EA,450 g, $1.56/100g
nofrills,21615908_EA,450 g, $1.33/100g
nofrills,20569352_EA,2x150.0 g, $0.66/100g
nofrills,20938403_EA,680 g, $0.59/100g
nofrills,20307569007_C12,12x355.0 ml, $0.16/100ml
nofrills,20164198002_EA,426 g, $0.70/100g
nofrills,21369080_EA,235 g, $1.70/100g
nofrills,20147767_EA,720 ml, $0.60/100ml
nofrills,20306330002_C24,24x355.0 ml, $0.14/100ml
nofrills,21481245_EA,528 g, $2.84/100g
nofrills,21600746_EA,175 g, $2.28/100g
nofrills,21506659_EA,210 g, $2.61/100g
nofrills,20028046001_KG,$5.49/1kg $2.49/1lb
nofrills,21547846_EA,375 g, $0.48/100g
loblaw,21118091_EA,1 l, $1.00/100ml
loblaw,20756997001_EA,311 g, $3.53/100g
loblaw,20724504_EA,500 g, $2.20/100g
loblaw,21347131_EA,454 g, $0.55/100g
loblaw,20110505_KG,$33.05/1kg $15.00/1lb
loblaw,21531171_EA,275 g, $2.55/100g
loblaw,20161074_KG,$2.84/1kg $1.29/1lb
loblaw,20310949006_EA,300 g, $2.00/100g
loblaw,20022454_EA,200 ml, $15.00/100ml
loblaw,20992075_EA,750 ml, $1.86/100ml
loblaw,21433695_EA,650 g, $1.08/100g
loblaw,20954921_EA,500 ml, $0.57/100ml
loblaw,20081342012_EA,900 g, $0.37/100g
loblaw,20876918_EA,907 g, $0.33/100g
loblaw,21360157_EA,540 ml, $0.66/100ml
loblaw,20884073_C01,56 ea, $0.61/1ea
loblaw,20046512_KG,$0.80/100g $3.63/1lb
loblaw,20099100002_EA,750 ml, $0.53/100ml
loblaw,21549514_EA,2x165.0 g, $1.82/100g
loblaw,20608147_EA,240 ml, $3.33/100ml
loblaw,21034960_EA,1.5 kg, $1.87/100g
loblaw,21069942_EA,227 g, $2.64/100g
loblaw,21356947_C12,12x355.0 ml, $0.16/100ml
loblaw,21339327_EA,200 g, $3.75/100g
loblaw,20090697_EA,750 ml, $2.27/100ml
loblaw,21237138_EA,290 g, $2.41/100g
loblaw,20160224_EA,250 g, $2.40/100g
loblaw,21496256_EA,156 g, $2.56/100g
loblaw,21564678_EA,408 g, $16.17/100g
loblaw,21178156_EA,946 ml, $1.37/100ml
loblaw,21481739_EA,37.5 g, $26.64/100g
loblaw,21246460_EA,4 l, $0.12/100ml
loblaw,20742433_EA,140 g, $5.71/100g
loblaw,20971491_EA,1 ea, $3.49/1ea
loblaw,21102228_EA,750 ml, $2.93/100ml
loblaw,21576457_EA,125 g, $8.79/100g
loblaw,21386375_C08,8x150.0 ml, $0.92/100ml
loblaw,20318955002_EA,1.89 l, $0.24/100ml
loblaw,21525663_EA,1 kg, $1.00/100g
loblaw,21541907_EA,332 ml, $2.41/100ml
loblaw,21386519_EA,296 ml, $6.08/100ml
loblaw,20323668002_EA,473 ml, $0.67/100ml
loblaw,20873813_EA,100 g, $1.49/100g
loblaw,21418633_EA,30 ea, $1.17/1ea
loblaw,21031710_EA,190 g, $2.63/100g
loblaw,21427409_EA,150 g, $4.00/100g
loblaw,20316052007_EA,240 g, $1.45/100g
loblaw,21520661_EA,198 g, $2.02/100g
nofrills,20101393001_KG,$6.59/1kg $2.99/1lb
nofrills,20322970_EA,340 g, $1.32/100g
nofrills,20944866_EA,213 g, $2.11/100g
nofrills,21083917001_EA,250 g, $1.20/100g
nofrills,20708073001_EA,1 ea, $2.99/1ea
nofrills,20717130001_EA,115 g, $3.03/100g
nofrills,20600930001_EA,4.54 kg, $0.11/100g
nofrills,20100770001_EA,2 pack, $1.90/1ea
nofrills,20047490001_EA,2.27 kg, $0.18/100g
nofrills,20569087_EA,1 ea, $13.00/1ea
nofrills,21247301001_EA,0.68 kg, $0.59/100g
nofrills,20127917001_KG,$8.80/1kg $3.99/1lb
nofrills,20174607001_EA,1 bunch, $3.99/1ea
nofrills,21095252001_EA,699 g, $0.71/100g
nofrills,20725795001_EA,1.36 kg, $0.59/100g
nofrills,21414093_EA,285 g, $3.15/100g
nofrills,21086003001_EA,1.36 kg, $0.66/100g
nofrills,20304419001_C06,6x710.0 ml, $0.12/100ml
nofrills,20117351_EA,500 g, $1.40/100g
nofrills,20813386001_EA,12 eggs, $0.31/1ea
nofrills,20082109001_KG,$1.94/1kg $0.88/1lb
nofrills,20601013001_EA,4.54 kg, $0.15/100g
nofrills,20107219004_EA,946 ml, $0.35/100ml
nofrills,20143210001_KG,$6.59/1kg $2.99/1lb
nofrills,20103918_EA,150 g, $46.60/1kg $4.66/100g
nofrills,20148363001_KG,$5.49/1kg $2.49/1lb
nofrills,21615908_EA,450 g, $1.33/100g
nofrills,20080489001_EA,1 ea, $2.49/1ea
nofrills,20039956001_KG,$6.59/1kg $2.99/1lb
nofrills,20569352_EA,2x150.0 g, $0.66/100g
nofrills,20109121001_KG,$11.00/1kg $4.99/1lb
nofrills,20099639001_KG,$6.59/1kg $2.99/1lb
nofrills,20039445001_EA,1 ea, $4.99/1ea
nofrills,20938403_EA,680 g, $0.59/100g
nofrills,20001440001_EA,1 ea, $4.99/1ea
nofrills,20307569007_C12,12x355.0 ml, $0.16/100ml
nofrills,21101937001_EA,907 g, $0.99/100g
nofrills,20164198002_EA,426 g, $0.70/100g
nofrills,20118409001_EA,1.36 kg, $0.44/100g
nofrills,20051060001_KG,$5.05/1kg $2.29/1lb
nofrills,20038058_EA,20 g, $10.00/100g
nofrills,20139141001_EA,1 bunch, $1.50/1ea
nofrills,20142683001_KG,$0.54/100g $5.38/1kg
nofrills,21369080_EA,235 g, $1.70/100g
nofrills,21070679001_EA,750 g, $0.27/1ea
nofrills,20147767_EA,720 ml, $0.60/100ml
nofrills,20306330002_C24,24x355.0 ml, $0.14/100ml
nofrills,20286043001_EA,907 g, $0.77/100g
loblaw,20026128002_EA,500 g, $1.10/100g
loblaw,21518358_EA,8.5 g, $64.59/100g
loblaw,20618384001_EA,60 ea, $0.42/1ea
loblaw,21037707_EA,500 g, $1.20/100g
loblaw,21531959_EA,260 g, $18.85/100g
loblaw,21404001_EA,35 g, $21.40/100g
loblaw,21496736_EA,462 ml, $1.40/100ml
loblaw,21297260_EA,500 g, $3.20/100g
loblaw,21220916_EA,432 g, $4.16/100g
loblaw,20304150005_EA,32 g, $7.16/100g
loblaw,20885457_KG,$22.02/1kg $9.99/1lb
loblaw,21543303_EA,350 ml, $2.45/100ml
loblaw,20308469_EA,375 g, $23.97/1kg $2.40/100g
loblaw,21060177_EA,620 g, $2.01/100g
loblaw,20732360_EA,30 ea, $1.07/1ea
loblaw,21395409_EA,360 g, $1.11/100g
loblaw,20283063003_EA,3x200.0 ml, $0.55/100ml
loblaw,21163384_EA,110 g, $3.17/100g
loblaw,21528163_EA,125 g, $4.79/100g
loblaw,21521180_EA,750 g, $1.47/100g
loblaw,21551608_EA,200 g, $4.00/100g
loblaw,20769717010_EA,300 g, $1.00/100g
loblaw,21290365_EA,280 g, $3.21/100g
loblaw,21536913_EA,237 ml, $3.79/100ml
loblaw,21023302_EA,1500 ml, $1.39/100ml
loblaw,20996154_KG,$31.90/1kg
loblaw,21597102_EA,1 l, $1.30/100ml
loblaw,21446758_EA,300 g, $1.16/100g
loblaw,21434314_EA,1 l, $0.20/100ml
loblaw,20774420_EA,473 ml, $0.81/100ml
loblaw,20536191_EA,1 bunch, $5.99/1ea
loblaw,20719335_EA,715 g, $1.68/100g
loblaw,21457072_EA,640 g, $2.03/100g
loblaw,21290911_EA,300 ml, $4.66/100ml
loblaw,21521479_EA,1 l, $0.25/100ml
loblaw,21334500_EA,765 g, $1.96/100g
loblaw,21370171_EA,390 g, $1.54/100g
loblaw,21472196_EA,46 g, $7.59/100g
loblaw,20080839_KG,$49.58/1kg $22.50/1lb
loblaw,20339105_EA,175 g, $51.37/1kg $5.14/100g
loblaw,21441097_EA,1.4 l, $0.86/100ml
loblaw,21469999_EA,28 g, $17.82/100g
loblaw,21364244_EA,300 g, $1.83/100g
loblaw,21620552_EA,268 g, $2.05/100g
loblaw,20121372_KG,$26.43/1kg
loblaw,21523540_EA,500 g, $3.20/100g
loblaw,21619951_EA,170 g, $3.70/100g
loblaw,21422013_EA,70 g, $6.84/100g
nofrills,20286043001_EA,907 g, $0.77/100g
nofrills,21481245_EA,528 g, $2.84/100g
nofrills,20003604001_KG,$4.14/1kg $1.88/1lb
nofrills,21345434_EA,114 g, $1.32/100g
nofrills,20680596001_EA,3 pack, $2.00/1ea
nofrills,21600746_EA,175 g, $2.28/100g
nofrills,21506659_EA,210 g, $2.61/100g
nofrills,20117550001_EA,1 ea, $1.50/1ea
nofrills,20787524_EA,4 kg, $0.45/100g
nofrills,20813936001_EA,12 eggs, $0.51/1ea
nofrills,20028046001_KG,$5.49/1kg $2.49/1lb
nofrills,20159690001_KG,$15.41/1kg $6.99/1lb
nofrills,20175056001_KG,$5.49/1kg $2.49/1lb
nofrills,21359075_EA,480 ml, $1.35/100ml
nofrills,21547846_EA,375 g, $0.48/100g
nofrills,20316478001_KG,$8.80/1kg $3.99/1lb
nofrills,20128645001_EA,1.81 kg, $0.44/100g
nofrills,20079283_C24,24x355.0 ml, $0.19/100ml
nofrills,21307328_C01,608 g, $2.14/100g
nofrills,20811584001_KG,$11.00/1kg $4.99/1lb
nofrills,20130919001_KG,$11.00/1kg $4.99/1lb
nofrills,21307212001_EA,1.814 kg, $0.27/100g
nofrills,21041543002_EA,2x130.0 g, $1.28/100g
nofrills,21367888001_EA,283 g, $1.24/100g
nofrills,20114893_EA,50 g, $11.98/100g
nofrills,20305277_EA,142 g, $3.51/100g
nofrills,21589408_C04,4x355.0 ml, $0.49/100ml
nofrills,20761372_EA,454 g, $1.10/100g
nofrills,20029024_EA,350 g, $1.14/100g
nofrills,21204385_EA,0.312 kg, $1.92/100g
nofrills,20159199001_KG,$9.90/1kg $4.49/1lb
nofrills,20079976005_EA,10x180.0 ml, $0.16/100ml
nofrills,21209114_EA,1 ea, $33.29/1ea
nofrills,21046471001_EA,1.36 kg, $0.37/100g
nofrills,20069661001_EA,907 g, $0.88/100g
nofrills,21467229_EA,2.3 kg, $0.16/100g
nofrills,20343466002_EA,454 g, $0.44/100g
nofrills,20081709_EA,800 g, $0.50/100g
nofrills,20171853001_KG,$4.14/1kg $1.88/1lb
nofrills,20419958001_EA,68 g, $4.40/100g
nofrills,20817066001_KG,$4.39/1kg $1.99/1lb
nofrills,20312830002_EA,200 g, $1.25/100g
nofrills,20160992001_EA,1 ea, $2.88/1ea
nofrills,21095251001_EA,1 bunch
nofrills,20015746001_EA,1 bunch, $1.50/1ea
nofrills,20935931001_EA,342 g, $0.83/1ea
nofrills,20639082001_EA,1.36 kg, $0.48/100g
nofrills,20185183001_EA,1 bunch, $2.99/1ea
loblaw,21604103_EA,800 g, $0.60/100g
loblaw,21301898_EA,75 ea, $0.35/1ea
loblaw,21297778_EA,510 g, $0.57/100g
loblaw,20323829001_EA,624 g, $0.72/100g
loblaw,20091255_EA,1 ea, $1.29/1ea
loblaw,21108820_EA,473 ml, $1.69/100ml
loblaw,21091262_EA,946 ml, $0.74/100ml
loblaw,21370454_EA,295 g, $1.69/100g
loblaw,20320167002_EA,700 ml, $0.86/100ml
loblaw,21021804_EA,350 ml, $2.14/100ml
loblaw,21428153_EA,473 ml, $1.05/100ml
loblaw,20300740004_EA,20 ea, $0.30/1ea
loblaw,21068370_EA,800 g, $0.81/100g
loblaw,21240808_EA,113 g, $4.86/100g
loblaw,20305052001_EA,250 g, $1.72/100g
loblaw,21296677_C04,4x473.0 ml, $0.63/100ml
loblaw,21332718_EA,30 ea, $0.37/1ea
loblaw,21205224001_EA,30 ea, $0.57/1ea
loblaw,21527810_EA,300 g, $2.67/100g
loblaw,20796454_EA,400 g, $1.50/100g
loblaw,20136554_EA,4 l, $0.18/100ml
loblaw,20765883_EA,588 g, $1.87/100g
